Exe size when ['--disable-largefile', '--disable-math', '--enable-shared=no', '--enable-tempstore', '--enable-editline', '--enable-debug', '--enable-memsys3', '--enable-memsys5', '--enable-fts5', '--enable-update-limit', '--enable-rtree', '--with-pic', '--with-tcl=/usr/lib64'] is: 3892808 bytes, 
Exe size when ['--disable-libtool-lock', '--disable-largefile', '--disable-readline', '--enable-static', '--enable-releasemode', '--enable-debug', '--enable-memsys3', '--enable-memsys5', '--enable-geopoly', '--enable-rtree', '--enable-session', '--enable-gcov', '--with-pic'] is: 3615720 bytes, 
Exe size when ['--disable-libtool-lock', '--disable-threadsafe', '--disable-tcl', '--disable-readline', '--disable-amalgamation', '--enable-static', '--enable-fast-install', '--enable-releasemode', '--enable-editline', '--enable-memsys3', '--enable-fts3', '--enable-json1', '--enable-update-limit', '--with-tcl=/usr/lib64'] is: 8522128 bytes, 
Exe size when ['--disable-libtool-lock', '--disable-largefile', '--disable-threadsafe', '--enable-shared=no', '--enable-fast-install', '--enable-releasemode', '--enable-tempstore', '--enable-editline', '--enable-memsys5', '--enable-fts3', '--enable-fts4', '--enable-fts5', '--enable-update-limit', '--enable-geopoly', '--enable-rtree', '--enable-session', '--with-pic'] is: 10153936 bytes, 
Exe size when ['--disable-option-checking', '--disable-libtool-lock', '--disable-threadsafe', '--disable-readline', '--disable-amalgamation', '--disable-load-extension', '--disable-math', '--enable-shared=no', '--enable-static', '--enable-tempstore', '--enable-editline', '--enable-debug', '--enable-all', '--enable-memsys3', '--enable-fts4', '--enable-fts5', '--enable-json1', '--enable-rtree', '--with-gnu-ld'] is: 3968832 bytes, 
Exe size when ['--disable-load-extension', '--enable-static', '--enable-fast-install', '--enable-releasemode', '--enable-tempstore', '--enable-editline', '--enable-debug', '--enable-all', '--enable-memsys5', '--enable-fts4', '--enable-geopoly', '--with-pic', '--with-gnu-ld'] is: 4052960 bytes, 
Exe size when ['--disable-option-checking', '--disable-math', '--enable-static', '--enable-fast-install', '--enable-tempstore', '--enable-editline', '--enable-debug', '--enable-memsys5', '--enable-fts3', '--enable-fts5', '--enable-json1', '--enable-update-limit', '--enable-session', '--enable-gcov', '--with-gnu-ld', '--with-tcl=/usr/lib64'] is: 4022392 bytes, 
Exe size when ['--disable-libtool-lock', '--disable-threadsafe', '--disable-load-extension', '--disable-math', '--enable-shared=no', '--enable-fast-install', '--enable-memsys5', '--enable-fts3', '--enable-geopoly', '--enable-session'] is: 8952448 bytes, 
Exe size when ['--disable-largefile', '--disable-threadsafe', '--disable-readline', '--disable-amalgamation', '--disable-math', '--enable-fast-install', '--enable-releasemode', '--enable-tempstore', '--enable-memsys3', '--enable-memsys5', '--enable-fts4', '--enable-fts5', '--enable-json1', '--enable-rtree', '--enable-session', '--with-pic', '--with-gnu-ld'] is: 9980448 bytes, 
Exe size when ['--disable-option-checking', '--disable-largefile', '--disable-threadsafe', '--disable-amalgamation', '--disable-math', '--enable-shared=no', '--enable-tempstore', '--enable-editline', '--enable-debug', '--enable-all', '--enable-fts4', '--enable-update-limit', '--with-gnu-ld'] is: 3983232 bytes, 
